UF;NACIONALIDADE;CLASSIFICACAO;QTD
MG;ARMÊNIA;Residente;5
MG;AFEGANISTÃO;Temporário;54
MG;BENIN;Residente;36
MG;AFEGANISTÃO;Residente;70
MG;TUNÍSIA;Provisório;25
MG;PANAMÁ;Temporário;77
MG;MALTA;Residente;3
MG;ESLOVÁQUIA;Residente;23
MG;EGITO;Residente;62
MG;GRÉCIA;Residente;74
MG;PARAGUAI;Temporário;82
MG;REP. DOMINICANA;Provisório;20
MG;TUNÍSIA;Residente;30
MG;NIGÉRIA;Residente;29
MG;SÉRVIA;Residente;16
MG;UNIÃO SOVIÉTICA;Residente;5
MG;ROMÊNIA;Residente;51
MG;PERU;Provisório;13
MG;GUATEMALA;Temporário;6
MG;JORDÂNIA;Residente;16
MG;SRI LANKA;Residente;3
MG;CAMARÕES;Temporário;14
MG;CANADÁ;Temporário;7
MG;ZÂMBIA;Temporário;4
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;24
MG;EMIRADOS ÁRABES;Residente;1
MG;ARGÉLIA;Residente;15
MG;SÍRIA;Temporário;11
MG;ARÁBIA SAUDITA;Residente;3
MG;CONGO;Temporário;68
MG;NORUEGA;Temporário;3
MG;HUNGRIA;Temporário;1
MG;SURINAME;Residente;3
MG;MARROCOS;Temporário;9
MG;ETIÓPIA;Temporário;16
MG;AFRICA DO SUL;Temporário;9
MG;REP. CENTRO AFRICANA;Temporário;2
MG;ALBÂNIA;Residente;11
MG;SAMOA OCIDENTAL;Residente;1
MG;PALESTINA;Residente;18
MG;RÚSSIA;Provisório;3
MG;LÍBANO;Provisório;3
MG;NICARÁGUA;Temporário;4
MG;REP. DOMINICANA;Temporário;11
MG;MARROCOS;Residente;71
MG;TAILÂNDIA;Residente;8
MG;PORTUGAL;Provisório;1
MG;MACEDÔNIA;Residente;1
MG;TIMOR LESTE;Residente;5
MG;ZIMBÁBUE;Temporário;3
MG;TANZÂNIA;Residente;3
MG;JAMAICA;Residente;3
MG;MOÇAMBIQUE;Provisório;3
MG;IRÃ;Provisório;9
MG;SENEGAL;Provisório;7
MG;SAO TOMÉ E PRÍNCIPE;Residente;15
MG;ZIMBÁBUE;Residente;4
MG;GANA;Temporário;24
MG;SOMÁLIA;Provisório;1
MG;IRLANDA;Temporário;6
MG;MYANMAR;Residente;3
MG;ZÂMBIA;Residente;2
MG;MOLDOVA;Residente;9
MG;GÂMBIA;Residente;26
MG;VIETINA;Residente;4
MG;COSTA DO MARFIM;Temporário;7
MG;ANGOLA;Provisório;2
MG;NEPAL;Residente;2
MG;BURKINA FASO;Residente;3
MG;SUÍCA;Temporário;8
MG;GUINÉ BISSAU;Provisório;3
MG;BANGLADESH;Temporário;19
MG;REPÚBLICA TCHECA;Temporário;7
MG;BURKINA FASO;Temporário;2
MG;IRÃ;Temporário;14
MG;ESPANHA;Provisório;5
MG;BELARUS;Temporário;1
MG;ESTÔNIA;Residente;10
MG;CHINA;Provisório;5
MG;KUAITE;Residente;2
MG;DOMINICA;Temporário;1
MG;REPÚBLICA TCHECA;Residente;15
MG;CINGAPURA;Residente;5
MG;MALAVI;Temporário;1
MG;TCHECOSLOVAQUIA;Residente;6
MG;GUIANA;Residente;2
MG;UCRÂNIA;Provisório;2
MG;FINLÂNDIA;Temporário;3
MG;CROÁCIA;Temporário;13
MG;ETIÓPIA;Residente;1
MG;MALI;Temporário;3
MG;COSTA DO MARFIM;Residente;8
MG;GUINÉ;Temporário;2
MG;BURUNDI;Residente;1
MG;BENIN;Provisório;11
MG;INDIA;Provisório;1
MG;JAMAICA;Temporário;3
MG;GABÃO;Residente;3
MG;EL SALVADOR;Temporário;5
MG;TOGO;Residente;6
MG;GUATEMALA;Provisório;1
MG;ARGÉLIA;Temporário;2
MG;UGANDA;Residente;2
MG;AFEGANISTÃO;Provisório;20
MG;AUSTRÁLIA;Temporário;15
MG;SUÉCIA;Temporário;4
MG;UGANDA;Temporário;3
MG;UZBEQUISTÃO;Temporário;1
MG;QUÊNIA;Provisório;7
MG;ESTADOS UNIDOS;Provisório;4
MG;MAURÍCIO;Temporário;1
MG;SÉRVIA;Temporário;2
MG;BULGÁRIA;Temporário;4
MG;IÊMEN;Residente;5
MG;ESLOVÊNIA;Residente;5
MG;ANDORRA;Provisório;2
MG;GUAM;Residente;1
MG;CORÉIA DO SUL;Provisório;1
MG;MADAGASCAR;Temporário;3
MG;TURQUIA;Temporário;1
MG;ITÁLIA;Provisório;1
MG;CAMARÕES;Provisório;3
MG;MONGÓLIA;Residente;1
MG;PORTO RICO;Temporário;2
MG;IRÃ;Residente;1
MG;GEÓRGIA;Residente;1
MG;URUGUAI;Temporário;4
MG;GANA;Provisório;8
MG;NAMÍBIA;Residente;2
MG;GUIANA FRANCESA;Residente;4
MG;PARAGUAI;Fronteiriço;1
MG;PORTO RICO;Residente;2
MG;SÍRIA;Provisório;1
MG;ISLÂNDIA;Temporário;1
MG;BUTÃO;Residente;1
PF;ITÁLIA;Residente;358
PF;FRANÇA;Residente;56
PF;ESPANHA;Residente;411
PF;PORTUGAL;Residente;1146
PF;BOLÍVIA;Residente;43
PF;ESTADOS UNIDOS;Residente;127
PF;LÍBANO;Residente;73
PF;JAPÃO;Residente;480
PF;CHILE;Residente;70
PF;POLÔNIA;Residente;71
PF;ALEMANHA;Residente;190
PF;PARAGUAI;Residente;48
PF;DINAMARCA;Residente;3
PF;ARGENTINA;Residente;149
PF;SÍRIA;Residente;54
PF;REINO UNIDO;Residente;38
PF;PAÍSES BAIXOS;Residente;28
PF;URUGUAI;Residente;128
PF;SERVIA E MONTENEGRO;Residente;44
PF;BÉLGICA;Residente;12
PF;ROMÊNIA;Residente;54
PF;COLÔMBIA;Residente;1
PF;AUSTRIA;Residente;28
PF;JORDÂNIA;Residente;21
PF;LITUÂNIA;Residente;39
PF;ISRAEL;Residente;7
PF;CHINA;Residente;42
PF;SUÍCA;Residente;26
PF;VENEZUELA;Residente;6
PF;CORÉIA DO SUL;Residente;33
PF;HUNGRIA;Residente;23
PF;RÚSSIA;Residente;19
PF;AFRICA DO SUL;Residente;2
PF;APÁTRIDA;Residente;16
PF;ESTÔNIA;Residente;2
PF;GRÉCIA;Residente;18
PF;INDIA;Residente;2
PF;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
PF;PERU;Residente;12
PF;FINLÂNDIA;Residente;5
PF;UNIÃO SOVIÉTICA;Residente;11
PF;COSTA RICA;Residente;1
PF;ANGOLA;Residente;14
PF;MALI;Residente;1
PF;CORÉIA DO NORTE;Residente;1
PF;MARROCOS;Residente;2
PF;MÉXICO;Residente;5
PF;CABO VERDE;Residente;2
PF;AUSTRÁLIA;Residente;7
PF;NORUEGA;Residente;3
PF;HONG-KONG (R.A.E.);Residente;3
PF;SUÉCIA;Residente;4
PF;TCHECOSLOVAQUIA;Residente;2
PF;UCRÂNIA;Residente;12
PF;CUBA;Residente;1
PF;CEUTA E MELILLA;Residente;1
PF;IRÃ;Residente;4
PF;CANADÁ;Residente;10
PF;GUIANA FRANCESA;Residente;1
PF;JAMAICA;Residente;1
PF;FILIPINAS;Residente;1
PF;LETÔNIA;Residente;4
PF;INDONÉSIA;Residente;2
PF;SURINAME;Residente;2
PF;EQUADOR;Residente;1
PF;PANAMÁ;Residente;2
PF;ILHAS SERRANAS;Residente;1
PF;EGITO;Residente;3
PF;TURQUIA;Residente;1
PF;MALTA;Residente;1
PF;TREGUA, ESTADO;Residente;1
PF;EL SALVADOR;Residente;2
PF;IRLANDA;Residente;2
PF;ARÁBIA SAUDITA;Residente;1
PF;NIGÉRIA;Residente;1
PF;COSTA DO MARFIM;Residente;1
PF;CINGAPURA;Residente;1
PF;BULGÁRIA;Residente;1
PF;TERRAS AUSTRAIS;Residente;1
PF;NICARÁGUA;Residente;1
PF;VIETINA;Residente;1
PF;ARMÊNIA;Residente;1
CE;GUINÉ BISSAU;Residente;492
CE;ESTADOS UNIDOS;Residente;716
CE;COLÔMBIA;Residente;805
CE;ITÁLIA;Residente;1937
CE;PAÍSES BAIXOS;Residente;394
CE;ALEMANHA;Residente;639
CE;FRANÇA;Residente;1029
CE;ARGENTINA;Residente;1260
CE;CUBA;Residente;466
CE;PORTUGAL;Residente;1703
CE;CABO VERDE;Residente;107
CE;VENEZUELA;Residente;943
CE;SUÍCA;Residente;428
CE;BOLÍVIA;Residente;105
CE;VENEZUELA;Temporário;771
CE;EQUADOR;Residente;73
CE;GUINÉ BISSAU;Temporário;685
CE;PALESTINA;Residente;3
CE;SUÉCIA;Residente;66
CE;ESLOVÊNIA;Residente;11
CE;REINO UNIDO;Residente;189
CE;MOÇAMBIQUE;Temporário;277
CE;ANGOLA;Temporário;370
CE;BÉLGICA;Residente;124
CE;CHINA;Residente;574
CE;COLÔMBIA;Temporário;895
CE;EQUADOR;Temporário;31
CE;CUBA;Provisório;276
CE;NORUEGA;Residente;137
CE;ALEMANHA;Temporário;59
CE;ESPANHA;Residente;479
CE;TUNÍSIA;Residente;10
CE;SUÍCA;Temporário;27
CE;PERU;Residente;197
CE;CORÉIA DO SUL;Residente;280
CE;LÍBANO;Residente;22
CE;SENEGAL;Residente;72
CE;INDIA;Residente;42
CE;CORÉIA DO SUL;Provisório;1
CE;MOÇAMBIQUE;Residente;21
CE;ESTADOS UNIDOS;Temporário;180
CE;PERU;Temporário;45
CE;CHILE;Residente;218
CE;PARAGUAI;Residente;51
CE;HAITI;Residente;44
CE;DINAMARCA;Residente;55
CE;TIMOR LESTE;Residente;1
CE;CHILE;Temporário;80
CE;ARGENTINA;Temporário;47
CE;CHINA;Temporário;81
CE;POLÔNIA;Temporário;6
CE;MARROCOS;Residente;34
CE;VENEZUELA;Provisório;35
CE;URUGUAI;Residente;177
CE;FRANÇA;Temporário;83
CE;ANGOLA;Residente;89
CE;AUSTRÁLIA;Residente;17
CE;AUSTRIA;Residente;108
CE;RÚSSIA;Residente;41
CE;REPÚBLICA TCHECA;Residente;28
CE;POLÔNIA;Residente;52
CE;MÉXICO;Residente;54
CE;PORTUGAL;Temporário;186
CE;CUBA;Temporário;27
CE;NOVA ZELÂNDIA;Residente;11
CE;MÉXICO;Temporário;23
CE;PANAMÁ;Residente;13
CE;VIRGENS BRITÂNICAS, IS;Temporário;1
CE;ITÁLIA;Temporário;72
CE;COSTA RICA;Residente;31
CE;CONGO;Temporário;12
CE;RÚSSIA;Temporário;5
CE;SERVIA E MONTENEGRO;Residente;2
CE;ESPANHA;Temporário;26
CE;BOLÍVIA;Temporário;38
CE;NICARÁGUA;Residente;9
CE;ARGENTINA;Provisório;1
CE;CABO VERDE;Temporário;84
CE;FINLÂNDIA;Residente;17
CE;IRÃ;Residente;8
CE;AUSTRIA;Temporário;10
CE;JAPÃO;Residente;58
CE;EL SALVADOR;Residente;20
CE;PAQUISTÃO;Residente;22
CE;CANADÁ;Residente;101
CE;IRLANDA;Residente;28
CE;FILIPINAS;Residente;12
CE;SAO TOMÉ E PRÍNCIPE;Temporário;56
CE;BANGLADESH;Residente;5
CE;HUNGRIA;Residente;23
CE;SAO TOMÉ E PRÍNCIPE;Residente;19
CE;ISLÂNDIA;Residente;2
CE;BÉLGICA;Temporário;15
CE;TOGO;Temporário;3
CE;REINO UNIDO;Temporário;17
CE;PERU;Provisório;3
CE;MARROCOS;Provisório;9
CE;TURQUIA;Residente;13
CE;ALBÂNIA;Residente;7
CE;SUÉCIA;Temporário;3
CE;ISRAEL;Residente;15
CE;ROMÊNIA;Residente;12
CE;ZÂMBIA;Residente;2
CE;CAMARÕES;Residente;8
CE;LITUÂNIA;Residente;19
CE;NIGÉRIA;Residente;13
CE;TCHECOSLOVAQUIA;Residente;4
CE;TRINIDAD E TOBAGO;Residente;3
CE;HAITI;Temporário;11
CE;HONDURAS;Residente;18
CE;QUIRGUISTÃO;Residente;1
CE;HUNGRIA;Provisório;1
CE;HONDURAS;Temporário;11
CE;BENIN;Residente;5
CE;BARBADOS;Residente;2
CE;ZIMBÁBUE;Residente;1
CE;COLÔMBIA;Provisório;9
CE;JAMAICA;Temporário;7
CE;INDONÉSIA;Residente;4
CE;SÉRVIA;Residente;4
CE;CABO VERDE;Provisório;1
CE;GANA;Temporário;4
CE;GUINÉ BISSAU;Provisório;1
CE;RÚSSIA;Provisório;9
CE;PAÍSES BAIXOS;Temporário;18
CE;GUATEMALA;Residente;11
CE;UCRÂNIA;Residente;5
CE;IRÃ;Temporário;4
CE;NORUEGA;Temporário;12
CE;BULGÁRIA;Residente;5
CE;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;6
CE;GRÉCIA;Residente;19
CE;MAURÍCIO;Temporário;1
CE;ARGÉLIA;Residente;7
CE;GABÃO;Temporário;7
CE;ARÁBIA SAUDITA;Residente;1
CE;UCRÂNIA;Temporário;5
CE;INDIA;Provisório;1
CE;CORÉIA DO SUL;Temporário;1
CE;EGITO;Residente;10
CE;GEÓRGIA;Residente;1
CE;AFRICA DO SUL;Residente;7
CE;NICARÁGUA;Temporário;4
CE;LUXEMBURGO;Residente;10
CE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
CE;PANAMÁ;Temporário;4
CE;PARAGUAI;Temporário;23
CE;ESLOVÁQUIA;Residente;6
CE;TAILÂNDIA;Temporário;1
CE;GUIANA FRANCESA;Residente;8
CE;LETÔNIA;Residente;2
CE;ANGOLA;Provisório;1
CE;TANZÂNIA;Provisório;4
CE;ESPANHA;Provisório;2
CE;CAMARÕES;Temporário;5
CE;JORDÂNIA;Residente;1
CE;BELARUS;Temporário;4
CE;HUNGRIA;Temporário;6
CE;URUGUAI;Temporário;5
CE;ALEMANHA;Provisório;2
CE;SENEGAL;Provisório;3
CE;SRI LANKA;Residente;1
CE;MAURÍCIO;Residente;1
CE;LITUÂNIA;Temporário;3
CE;SÍRIA;Residente;9
CE;CONGO;Residente;8
CE;DINAMARCA;Temporário;1
CE;MARROCOS;Temporário;1
CE;NIGÉRIA;Temporário;3
CE;CANADÁ;Temporário;4
CE;TURQUIA;Temporário;1
CE;BANGLADESH;Temporário;1
CE;CHINA;Provisório;6
CE;REP. DOMINICANA;Residente;6
CE;AFEGANISTÃO;Residente;1
CE;EGITO;Provisório;2
CE;GUIANA;Residente;2
CE;EL SALVADOR;Temporário;2
CE;ESLOVÁQUIA;Temporário;1
CE;REP. MONTENEGRO;Residente;1
CE;FRANÇA;Provisório;1
CE;BENIN;Temporário;5
CE;GÂMBIA;Residente;2
CE;BELARUS;Residente;3
CE;ESTADOS UNIDOS;Provisório;2
CE;MACAU (R.A.E.);Residente;1
CE;EL SALVADOR;Provisório;3
CE;TAILÂNDIA;Residente;3
CE;ARMÊNIA;Residente;1
CE;MAURITÂNIA;Residente;1
CE;MALÁSIA;Residente;2
CE;TUNÍSIA;Temporário;1
CE;GANA;Residente;3
CE;ESLOVÊNIA;Temporário;2
CE;PAQUISTÃO;Temporário;2
CE;TUNÍSIA;Provisório;2
CE;SÍRIA;Provisório;1
CE;CHILE;Provisório;2
CE;IRAQUE;Residente;3
CE;PORTO RICO;Residente;1
CE;SURINAME;Residente;3
CE;GUINÉ;Residente;3
CE;NORUEGA;Provisório;1
CE;FILIPINAS;Temporário;1
CE;QUÊNIA;Temporário;4
CE;FILIPINAS;Provisório;2
CE;NOVA ZELÂNDIA;Temporário;1
CE;QUÊNIA;Residente;1
CE;CONGO;Provisório;2
CE;GÂMBIA;Temporário;1
CE;GABÃO;Residente;1
CE;COSTA RICA;Temporário;3
CE;CROÁCIA;Residente;2
CE;FINLÂNDIA;Temporário;1
CE;SENEGAL;Temporário;3
CE;SUÉCIA;Provisório;1
CE;JAMAICA;Residente;1
CE;ISRAEL;Temporário;1
CE;ROMÊNIA;Temporário;1
CE;BURUNDI;Temporário;1
CE;BOTSUANA;Temporário;1
CE;REP. DOMINICANA;Temporário;2
CE;UCRÂNIA;Provisório;1
CE;MOÇAMBIQUE;Provisório;1
CE;UNIÃO SOVIÉTICA;Residente;1
CE;NIGÉRIA;Provisório;1
CE;AUSTRÁLIA;Temporário;1
CE;COSTA DO MARFIM;Residente;3
CE;BURKINA FASO;Residente;2
AM;BOLÍVIA;Residente;190
AM;CORÉIA DO SUL;Residente;552
AM;ESTADOS UNIDOS;Residente;799
AM;PERU;Residente;4009
AM;VENEZUELA;Residente;8085
AM;ARGENTINA;Residente;175
AM;HAITI;Residente;1424
AM;COLÔMBIA;Temporário;814
AM;JAPÃO;Residente;1046
AM;CUBA;Residente;498
AM;CHINA;Residente;409
AM;FRANÇA;Residente;125
AM;EQUADOR;Temporário;12
AM;ESPANHA;Residente;135
AM;PORTUGAL;Residente;506
AM;ITÁLIA;Residente;267
AM;HAITI;Temporário;124
AM;ESTADOS UNIDOS;Temporário;90
AM;INDIA;Residente;94
AM;ESPANHA;Temporário;5
AM;VENEZUELA;Temporário;457
AM;PERU;Temporário;583
AM;COLÔMBIA;Residente;3175
AM;REINO UNIDO;Residente;87
AM;SUÍCA;Residente;83
AM;ALEMANHA;Residente;131
AM;CHILE;Residente;112
AM;CANADÁ;Residente;55
AM;MÉXICO;Temporário;28
AM;MARROCOS;Residente;16
AM;CORÉIA DO SUL;Temporário;13
AM;VENEZUELA;Provisório;356
AM;URUGUAI;Residente;63
AM;GUIANA;Residente;55
AM;MÉXICO;Residente;82
AM;BELARUS;Residente;8
AM;JAPÃO;Temporário;84
AM;ANGOLA;Temporário;13
AM;TAILÂNDIA;Residente;27
AM;CABO VERDE;Residente;4
AM;MOÇAMBIQUE;Temporário;33
AM;REP. DOMINICANA;Residente;22
AM;BOLÍVIA;Temporário;28
AM;SENEGAL;Residente;9
AM;TUNÍSIA;Residente;3
AM;TRINIDAD E TOBAGO;Residente;3
AM;CUBA;Temporário;33
AM;PARAGUAI;Residente;32
AM;FINLÂNDIA;Residente;20
AM;EQUADOR;Residente;37
AM;PARAGUAI;Temporário;4
AM;POLÔNIA;Residente;22
AM;CHINA;Temporário;129
AM;REINO UNIDO;Temporário;7
AM;PORTUGAL;Temporário;19
AM;INDIA;Temporário;5
AM;PAÍSES BAIXOS;Residente;56
AM;EL SALVADOR;Residente;13
AM;COSTA RICA;Residente;13
AM;QUÊNIA;Temporário;4
AM;LÍBANO;Residente;35
AM;BÉLGICA;Residente;23
AM;UCRÂNIA;Residente;5
AM;CUBA;Provisório;126
AM;TAIWAN, PROVINCIA DA CHINA;Temporário;4
AM;MALÁSIA;Residente;2
AM;GUIANA FRANCESA;Residente;55
AM;MOÇAMBIQUE;Residente;17
AM;BENIN;Temporário;8
AM;ARGENTINA;Provisório;1
AM;SUÉCIA;Residente;6
AM;FILIPINAS;Temporário;3
AM;SÍRIA;Residente;16
AM;EGITO;Residente;13
AM;UGANDA;Temporário;1
AM;CONGO;Temporário;8
AM;PERU;Provisório;23
AM;TURQUIA;Residente;7
AM;JORDÂNIA;Residente;44
AM;GANA;Residente;13
AM;GUINÉ BISSAU;Residente;6
AM;BULGÁRIA;Residente;25
AM;SURINAME;Residente;2
AM;ESLOVÁQUIA;Residente;2
AM;NIGÉRIA;Residente;23
AM;COLÔMBIA;Provisório;66
AM;LIBÉRIA;Residente;1
AM;ARGÉLIA;Residente;7
AM;NIGÉRIA;Temporário;11
AM;FILIPINAS;Residente;23
AM;GABÃO;Temporário;2
AM;PALESTINA;Residente;31
AM;FRANÇA;Temporário;10
AM;UGANDA;Residente;2
AM;BENIN;Residente;6
AM;RÚSSIA;Residente;16
AM;GRÉCIA;Residente;12
AM;AUSTRIA;Residente;11
AM;NOVA ZELÂNDIA;Residente;2
AM;AUSTRÁLIA;Residente;5
AM;QUÊNIA;Residente;4
AM;SAO TOMÉ E PRÍNCIPE;Temporário;1
AM;IRÃ;Residente;9
AM;PAQUISTÃO;Residente;11
AM;ANGOLA;Residente;4
AM;TAIWAN, PROVINCIA DA CHINA;Residente;5
AM;HONDURAS;Residente;12
AM;PORTUGAL;Provisório;1
AM;MADAGASCAR;Temporário;1
AM;CHILE;Temporário;13
AM;GUATEMALA;Residente;5
AM;CONGO;Residente;8
AM;IRLANDA;Residente;12
AM;ROMÊNIA;Residente;9
AM;BARBADOS;Residente;2
AM;ZÂMBIA;Temporário;2
AM;CABO VERDE;Temporário;4
AM;NICARÁGUA;Residente;4
AM;GUINÉ;Temporário;1
AM;NICARÁGUA;Temporário;1
AM;BANGLADESH;Temporário;1
AM;NORUEGA;Residente;3
AM;ARGENTINA;Temporário;12
AM;ISRAEL;Residente;11
AM;FINLÂNDIA;Temporário;2
AM;PANAMÁ;Residente;6
AM;LETÔNIA;Residente;1
AM;ESLOVÊNIA;Residente;2
AM;ESTÔNIA;Residente;1
AM;COSTA RICA;Temporário;4
AM;PAPUA, NOVA GUINÉ;Residente;2
AM;ALEMANHA;Temporário;9
AM;CANADÁ;Temporário;1
AM;GUIANA;Temporário;4
AM;GUINÉ BISSAU;Temporário;7
AM;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
AM;PAÍSES BAIXOS;Temporário;7
AM;HONDURAS;Temporário;2
AM;NEPAL;Residente;2
AM;GUIANA;Provisório;3
AM;TURQUIA;Provisório;2
AM;JORDÂNIA;Provisório;1
AM;BANGLADESH;Residente;3
AM;HUNGRIA;Residente;7
AM;HAITI;Provisório;4
AM;GANA;Temporário;1
AM;GRANADA;Residente;1
AM;AFRICA DO SUL;Residente;7
AM;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
AM;SUÉCIA;Temporário;4
AM;TIMOR LESTE;Residente;1
AM;ITÁLIA;Temporário;7
AM;CINGAPURA;Residente;1
AM;SENEGAL;Temporário;1
AM;IRLANDA;Temporário;1
AM;VIETINA;Residente;4
AM;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;8
AM;CORÉIA DO SUL;Provisório;1
AM;DINAMARCA;Residente;9
AM;BURKINA FASO;Residente;2
AM;EQUADOR;Provisório;2
AM;PORTO RICO;Residente;2
AM;BAHAMA,IS;Residente;1
AM;ROMÊNIA;Temporário;1
AM;ESPANHA;Provisório;1
AM;HONG-KONG (R.A.E.);Temporário;1
AM;BOLÍVIA;Provisório;3
AM;MAURÍCIO;Residente;1
AM;PAPUA, NOVA GUINÉ;Temporário;1
AM;GUINÉ BISSAU;Provisório;1
AM;GUINÉ;Residente;1
AM;PAQUISTÃO;Provisório;1
AM;INDONÉSIA;Residente;1
AM;NIGÉRIA;Provisório;1
AM;VENEZUELA;Residente;1
AM;POLÔNIA;Temporário;1
AM;TANZÂNIA;Residente;2
AM;AFEGANISTÃO;Residente;1
AM;UNIÃO SOVIÉTICA;Residente;1
AM;TOGO;Residente;3
AM;CAMARÕES;Residente;2
AM;CAMARÕES;Temporário;2
AM;LITUÂNIA;Residente;1
AM;CROÁCIA;Residente;1
AM;RUANDA;Residente;1
AM;MALAVI;Temporário;1
AM;INDIA;Provisório;3
AM;VATICANO;Residente;1
AM;IÊMEN;Temporário;1
AM;FRANÇA;Provisório;1
AM;HUNGRIA;Temporário;1
AM;LÍBANO;Provisório;1
AM;REP. DOMINICANA;Provisório;1
AM;SRI LANKA;Residente;1
AM;SENEGAL;Provisório;1
AM;HONG-KONG (R.A.E.);Residente;1
AM;LUXEMBURGO;Residente;1
AM;IRAQUE;Residente;1
PR;LÍBIA;Provisório;1
PR;ISLÂNDIA;Residente;6
PR;SURINAME;Temporário;4
PR;ESPANHA;Temporário;17
PR;IRÃ;Temporário;14
PR;JORDÂNIA;Temporário;2
PR;CROÁCIA;Residente;7
PR;ETIÓPIA;Temporário;6
PR;QUIRGUISTÃO;Residente;5
PR;PORTUGAL;Provisório;2
PR;ESLOVÊNIA;Residente;6
PR;SURINAME;Residente;4
PR;QUÊNIA;Residente;10
PR;AFEGANISTÃO;Temporário;14
PR;PAQUISTÃO;Temporário;9
PR;SAO TOMÉ E PRÍNCIPE;Temporário;5
PR;GRANADA;Provisório;1
PR;UNIÃO SOVIÉTICA;Residente;6
PR;GUIANA FRANCESA;Residente;10
PR;ARÁBIA SAUDITA;Residente;4
PR;HONDURAS;Provisório;5
PR;ANTÍGUA;Residente;2
PR;RUANDA;Residente;3
PR;INDONÉSIA;Temporário;3
PR;ISRAEL;Temporário;4
PR;ZÂMBIA;Residente;2
PR;PAÍSES BAIXOS;Temporário;8
PR;ANDORRA;Residente;2
PR;SÉRVIA;Temporário;1
PR;REP. MONTENEGRO;Residente;1
PR;TANZÂNIA;Residente;6
PR;CAMARÕES;Provisório;28
PR;FIJI, ILHAS;Residente;1
PR;BURUNDI;Temporário;2
PR;BÓSNIA-HERZEGOVINA;Residente;2
PR;NIGÉRIA;Provisório;23
PR;TIMOR LESTE;Residente;5
PR;SUÉCIA;Temporário;7
PR;QUÊNIA;Temporário;3
PR;EL SALVADOR;Provisório;1
PR;TURQUIA;Temporário;2
PR;ROMÊNIA;Temporário;4
PR;TURQUIA;Provisório;3
PR;MONGÓLIA;Residente;2
PR;LÍBIA;Temporário;1
PR;TRINIDAD E TOBAGO;Provisório;2
PR;ESTADOS UNIDOS;Provisório;2
PR;ARMÊNIA;Residente;1
PR;POLÔNIA;Temporário;13
PR;RÚSSIA;Temporário;7
PR;DOMINICA;Provisório;3
PR;VIETINA;Temporário;2
PR;BUTÃO;Residente;2
PR;IRLANDA;Temporário;1
PR;COSTA RICA;Provisório;7
PR;QUÊNIA;Provisório;1
PR;TAILÂNDIA;Temporário;2
PR;NORUEGA;Temporário;2
PR;ESLOVÁQUIA;Temporário;2
PR;TURCAS E CAICOS;Residente;2
PR;TRINIDAD E TOBAGO;Residente;1
PR;AUSTRIA;Temporário;6
PR;GUINÉ BISSAU;Provisório;2
PR;NOVA ZELÂNDIA;Temporário;1
PR;CROÁCIA;Temporário;1
PR;SERRA LEOA;Temporário;6
PR;PORTO RICO;Residente;2
PR;MACAU (R.A.E.);Residente;1
PR;TAILÂNDIA;Provisório;1
PR;TONGA;Residente;1
PR;BOTSUANA;Provisório;1
PR;JAPÃO;Provisório;2
PR;BHUTAN;Residente;1
PR;GRÉCIA;Temporário;1
PR;EMIRADOS ÁRABES;Residente;1
PR;TRINIDAD E TOBAGO;Temporário;1
PR;BURKINA FASO;Temporário;1
PR;NEPAL;Provisório;1
PR;UGANDA;Residente;1
PR;ITÁLIA;Provisório;2
PR;PALESTINA;Temporário;1
MA;PERU;Residente;146
MA;ANGOLA;Residente;29
MA;VENEZUELA;Temporário;254
MA;COLÔMBIA;Residente;1021
MA;CUBA;Residente;291
MA;PORTUGAL;Residente;447
MA;ARGENTINA;Residente;173
MA;SUÍCA;Residente;52
MA;CHILE;Residente;61
MA;VENEZUELA;Residente;421
MA;ITÁLIA;Residente;342
MA;PAÍSES BAIXOS;Residente;48
MA;COLÔMBIA;Temporário;767
MA;BOLÍVIA;Residente;110
MA;VENEZUELA;Provisório;65
MA;FRANÇA;Residente;110
MA;ALEMANHA;Residente;154
MA;CUBA;Temporário;39
MA;SENEGAL;Residente;58
MA;ESPANHA;Residente;124
MA;EQUADOR;Residente;15
MA;GUINÉ BISSAU;Residente;13
MA;ESTADOS UNIDOS;Residente;170
MA;CANADÁ;Residente;65
MA;CUBA;Provisório;125
MA;FILIPINAS;Temporário;4
MA;GUINÉ BISSAU;Temporário;11
MA;CHINA;Residente;250
MA;JAPÃO;Residente;70
MA;PARAGUAI;Residente;47
MA;QUÊNIA;Residente;3
MA;ANGOLA;Temporário;55
MA;GUIANA FRANCESA;Residente;8
MA;EL SALVADOR;Residente;10
MA;LÍBANO;Residente;32
MA;BÉLGICA;Residente;19
MA;IRLANDA;Residente;6
MA;MÉXICO;Residente;20
MA;EQUADOR;Temporário;14
MA;REINO UNIDO;Residente;42
MA;MOÇAMBIQUE;Residente;10
MA;GABÃO;Temporário;1
MA;CABO VERDE;Residente;5
MA;FRANÇA;Temporário;13
MA;CHINA;Temporário;47
